"Open.Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths.FTHQ.","SqFt","LP...SqFt","LP","SP","HOD","Lot.Sz","YB","DOM","X..of.Units","Change.Date","latitude","longitude","unit_count","Units_used","Pred_Unit_Rent","GPR_Monthly","EGI_Monthly","EGI_Annual","Expense_Size_Band","Expense_Size_Multiplier","Est_Expense_per_Unit_Annual","Annual_Expenses_Total","NOI_Monthly","NOI_Annual","Price_Used","Cap_Rate","Cap_Rate_Pct","Vacancy_Assumed","Benchmark_Base_perUnit_Annual","Benchmark_Notes","Baths","year","month_num","quarter_3m","GRM"
NA,NA,"COMP23116356",469,"INC","S","1003  S HAMILTON BLVD ","POMONA",9,"6.00 (6 0 0 0)",3320,"$180.72",600000,600000,"","10,074",1989,0,3,2023-03-07,34.0501005,-117.7630725,NA,3,2300.17,6900.51,6555.4845,78665.814,"<50",1.18,10030,30090,4047.9845,48575.814,600000,0.08095969,8.095969,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,3,1,7.62720131517358
NA,NA,"COMP23116421",469,"INC","S","1934   BOBOLINK WAY ","POMONA",4,"2.00 (2 0 0 0)",2016,"$1,829.12",3687500,3687500,"","7,183",1963,0,2,2023-03-07,34.0796207,-117.7457735,NA,2,2147.23,4294.46,4079.737,48956.844,"<50",1.18,10030,20060,2408.07033333333,28896.844,3687500,0.00783643227118644,0.783643227118644,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,3,1,75.3214402464342
NA,NA,"COMP23116755",469,"INC","S","1079  N PARK AVE ","POMONA",4,"4.00 (4 0 0 0)",2570,"$238.13",612000,612000,"","12,582",1947,0,4,2023-03-07,34.0687311,-117.7549926,NA,4,1709.49,6837.96,6496.062,77952.744,"<50",1.18,10030,40120,3152.72866666667,37832.744,612000,0.0618182091503268,6.18182091503268,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2023,3,1,7.85091028995721
NA,NA,"COMP23116779",469,"INC","S","902  E GRAND AVE ","POMONA",12,"6.00 (6 0 0 0)",5324,"$4,742.67",25250000,25250000,"","12,545",1964,0,6,2023-03-07,34.0480289,-117.7385742,NA,6,2041.33,12247.98,11635.581,139626.972,"<50",1.18,10030,60180,6620.581,79446.972,25250000,0.00314641473267327,0.314641473267327,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,3,1,180.838985751263
NA,NA,"COMP23117052",469,"INC","S","1362  S GIBBS ST ","POMONA",11,"6.00 (6 0 0 0)",5142,"$223.65",1150000,1150000,"","19,897",1918,0,5,2023-03-07,34.0467132,-117.7474496,NA,5,2189.38,10946.9,10399.555,124794.66,"<50",1.18,10030,50150,6220.38833333333,74644.66,1150000,0.0649084,6.49084,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,3,1,9.21513789131682
NA,NA,"COMP23117358",469,"INC","S","1336   PACKARD DR ","POMONA",12,"6.00 (6 0 0 0)",5324,"$4,742.67",25250000,25250000,"","13,717",1964,0,6,2023-03-07,34.0469634,-117.7378164,NA,6,2040.05,12240.3,11628.285,139539.42,"<50",1.18,10030,60180,6613.285,79359.42,25250000,0.00314294732673267,0.314294732673267,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,3,1,180.952450569165
NA,NA,"COMP23117729",469,"INC","S","1304   PACKARD DR ","POMONA",6,"3.00 (3 0 0 0)",2662,"$9,485.35",25250000,25250000,"","6,740",1964,0,3,2023-03-07,34.0469634,-117.7378164,NA,3,2123.84,6371.52,6052.944,72635.328,"<50",1.18,10030,30090,3545.444,42545.328,25250000,0.00168496348514852,0.168496348514852,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,3,1,347.626983938174
NA,NA,"COMP23118284",469,"INC","S","1079   PATTERSON ST ","POMONA",8,"4.00 (4 0 0 0)",4400,"$1,709.09",7520000,7520000,"","8,960",1964,0,4,2023-03-07,NA,NA,NA,4,2004.24,8016.96,7616.112,91393.344,"<50",1.18,10030,40120,4272.77866666667,51273.344,7520000,0.00681826382978723,0.681826382978723,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2023,3,1,82.2817031402199
NA,NA,"COMP23118360",469,"INC","S","1518   HOLLY WAY ","POMONA",8,"4.00 (4 0 0 0)",4400,"$1,709.09",7520000,7520000,"","9,858",1964,0,4,2023-03-07,34.044166,-117.7348084,NA,4,2084.33,8337.32,7920.454,95045.448,"<50",1.18,10030,40120,4577.12066666667,54925.448,7520000,0.00730391595744681,0.730391595744681,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2023,3,1,79.1200437079322
NA,NA,"COMP23119281",469,"INC","S","1554   HOLLY WAY ","POMONA",8,"4.00 (4 0 0 0)",4400,"$1,709.09",7520000,7520000,"","9,789",1964,0,4,2023-03-07,34.043608,-117.7347952,NA,4,2090.44,8361.76,7943.672,95324.064,"<50",1.18,10030,40120,4600.33866666667,55204.064,7520000,0.00734096595744681,0.734096595744681,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2023,3,1,78.8887892987861
NA,NA,"COMP23119389",469,"INC","S","1458   PACKARD DR ","POMONA",12,"6.00 (6 0 0 0)",5072,"$4,978.31",25250000,25250000,"","16,725",1964,0,6,2023-03-07,34.0452925,-117.7381614,NA,6,2032.86,12197.16,11587.302,139047.624,"<50",1.18,10030,60180,6572.302,78867.624,25250000,0.00312347025742574,0.312347025742574,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,3,1,181.592459285748
NA,NA,"COMP23119578",469,"INC","S","708   WISCONSIN ST ","POMONA",4,"3.00 (3 0 0 0)",2220,"$900.90",2000000,2000000,"","7,025",1961,0,3,2023-03-07,34.0646196,-117.7562864,NA,3,1791.08,5373.24,5104.578,61254.936,"<50",1.18,10030,30090,2597.078,31164.936,2000000,0.015582468,1.5582468,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,3,1,32.650429999633
NA,NA,"COMP23120380",469,"INC","S","934  E GRAND AVE ","POMONA",12,"6.00 (6 0 0 0)",5324,"$4,742.67",25250000,25250000,"","12,329",1964,0,6,2023-03-07,34.0480435,-117.7379858,NA,6,2041.33,12247.98,11635.581,139626.972,"<50",1.18,10030,60180,6620.581,79446.972,25250000,0.00314641473267327,0.314641473267327,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,3,1,180.838985751263
NA,NA,"COMP23120394",469,"INC","S","654  E 12TH ST ","POMONA",2,"2.00 (2 0 0 0)",1112,"$494.60",550000,550000,"","6,180",1928,0,2,2023-03-07,34.0488158,-117.7438263,NA,2,1715.79,3431.58,3260.001,39120.012,"<50",1.18,10030,20060,1588.33433333333,19060.012,550000,0.0346545672727273,3.46545672727273,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,3,1,14.0593003908077
NA,NA,"COMP23120445",469,"INC","S","1301   PACKARD DR ","POMONA",12,"6.00 (6 0 0 0)",5324,"$4,742.67",25250000,25250000,"","13,026",1964,0,6,2023-03-07,34.047986,-117.738658,NA,6,2041.33,12247.98,11635.581,139626.972,"<50",1.18,10030,60180,6620.581,79446.972,25250000,0.00314641473267327,0.314641473267327,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,3,1,180.838985751263
NA,NA,"COMP23120446",469,"INC","S","1431   PACKARD DR ","POMONA",24,"12.00 (12 0 0 0)",10648,"$2,371.34",25250000,25250000,"","27,326",1964,0,12,2023-03-07,34.0458123,-117.7379571,NA,12,2046.42,24557.04,23329.188,279950.256,"<50",1.18,10030,120360,13299.188,159590.256,25250000,0.00632040617821782,0.632040617821782,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",12,2023,3,1,90.1945951426456
NA,NA,"COMP23120813",469,"INC","S","1379  S GIBBS ST ","POMONA",7,"4.00 (4 0 0 0)",3360,"$372.02",1250000,1250000,"","19,852",1958,0,3,2023-03-07,34.0464346,-117.7476375,NA,3,2153.72,6461.16,6138.102,73657.224,"<50",1.18,10030,30090,3630.602,43567.224,1250000,0.0348537792,3.48537792,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2023,3,1,16.9705010875783
NA,NA,"COMP23120895",469,"INC","S","548  W CENTER ST ","POMONA",5,"5.00 (5 0 0 0)",4378,"$142.76",625000,625000,"","9,335",1925,0,5,2023-03-07,34.0611745,-117.7578903,NA,5,1788.13,8940.65,8493.6175,101923.41,"<50",1.18,10030,50150,4314.45083333333,51773.41,625000,0.082837456,8.2837456,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2023,3,1,6.13205543260376
NA,NA,"COMP23120942",469,"INC","S","774  N GORDON ST ","POMONA",16,"16.00 (16 0 0 0)",10524,"$1,209.62",12730000,12730000,"","14,373",1964,0,16,2023-03-07,34.0653774,-117.7534849,NA,16,1701.88,27230.08,25868.576,310422.912,"<50",1.18,10030,160480,12495.2426666667,149942.912,12730000,0.0117787047918303,1.17787047918303,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",16,2023,3,1,41.0085709137346
NA,NA,"COMP23120987",487,"INC","S","320   STANFORD DR ","CLAREMONT",13,"11.00 (11 0 0 0)",6786,"$442.09",3000000,3000000,"","19,353",1956,0,11,2023-03-07,34.0977656,-117.7215436,NA,11,1916.82,21085.02,20030.769,240369.228,"<50",1.18,10030,110330,10836.6023333333,130039.228,3000000,0.0433464093333333,4.33464093333333,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",11,2023,3,1,12.4807989149094
NA,NA,"COMP23121195",469,"INC","S","934   PAINTER CT ","POMONA",12,"6.00 (6 0 0 0)",5324,"$4,742.67",25250000,25250000,"","17,038",1964,0,6,2023-03-07,34.0462109,-117.7382193,NA,6,2043.49,12260.94,11647.893,139774.716,"<50",1.18,10030,60180,6632.893,79594.716,25250000,0.00315226598019802,0.315226598019802,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,3,1,180.647836193779
NA,NA,"COMP23121289",469,"INC","S","310  E ALVARADO ST ","POMONA",4,"6.00 (6 0 0 0)",4488,"$289.66",1300000,1300000,"","9,237",1910,0,6,2023-03-07,34.067617,-117.7481195,NA,6,1759.64,10557.84,10029.948,120359.376,"<50",1.18,10030,60180,5014.948,60179.376,1300000,0.0462918276923077,4.62918276923077,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,3,1,10.8009865388468
NA,NA,"COMP23121642",469,"INC","S","603  E COLUMBIA AVE ","POMONA",2,"1.00 (1 0 0 0)",2815,"$159.50",449000,449000,"","6,942",1923,0,2,2023-03-07,34.0686372,-117.7415831,NA,2,1895.28,3790.56,3601.032,43212.384,"<50",1.18,10030,20060,1929.36533333333,23152.384,449000,0.0515643296213808,5.15643296213808,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2023,3,1,10.3905398970814
NA,NA,"COMP23121743",469,"INC","S","777  E 3RD ST ","POMONA",99,"99.00 (99 0 0 0)",113008,"$1,322.03",149400000,149400000,"","167,895",1986,0,192,2023-03-07,34.0571885,-117.7427969,NA,192,1744.68,334978.56,318229.632,3818755.584,"100-199",1,8500,1632000,182229.632,2186755.584,149400000,0.0146369182329317,1.46369182329317,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",99,2023,3,1,39.1226923833416
NA,NA,"COMP23122168",469,"INC","S","1060  S REBECCA ST ","POMONA",4,"2.00 (2 0 0 0)",1384,"$505.78",700000,700000,"","6,576",1939,0,2,2023-03-07,34.0498771,-117.7563029,NA,2,1804.75,3609.5,3429.025,41148.3,"<50",1.18,10030,20060,1757.35833333333,21088.3,700000,0.0301261428571429,3.01261428571429,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,3,1,17.0116383908934
NA,NA,"COMP23122200",469,"INC","S","2161  N TOWNE AVE ","POMONA",13,"12.00 (12 0 0 0)",6149,"$468.37",2880000,2880000,"","8,536",1962,0,6,2023-03-07,34.0822878,-117.7397532,NA,6,2194.91,13169.46,12510.987,150131.844,"<50",1.18,10030,60180,7495.987,89951.844,2880000,0.0312332791666667,3.12332791666667,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",12,2023,3,1,19.1831387883306
NA,NA,"COMP23122597",469,"INC","S","895  E 9TH ST ","POMONA",3,"2.00 (2 0 0 0)",1298,"$362.10",470000,470000,"","6,634",1946,0,2,2023-03-07,34.0518202,-117.7392193,NA,2,1771.97,3543.94,3366.743,40400.916,"<50",1.18,10030,20060,1695.07633333333,20340.916,470000,0.0432785446808511,4.32785446808511,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,3,1,11.6333995991576
NA,NA,"COMP23122627",469,"INC","S","1530   HOLLY WAY ","POMONA",8,"4.00 (4 0 0 0)",4400,"$1,709.09",7520000,7520000,"","9,744",1964,0,4,2023-03-07,34.04398,-117.734804,NA,4,2090.44,8361.76,7943.672,95324.064,"<50",1.18,10030,40120,4600.33866666667,55204.064,7520000,0.00734096595744681,0.734096595744681,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2023,3,1,78.8887892987861
NA,NA,"COMP23122974",469,"INC","S","2167  N TOWNE AVE ","POMONA",13,"12.00 (12 0 0 0)",6149,"$468.37",2880000,2880000,"","8,524",1962,0,6,2023-03-07,34.0824617,-117.7396494,NA,6,2194.91,13169.46,12510.987,150131.844,"<50",1.18,10030,60180,7495.987,89951.844,2880000,0.0312332791666667,3.12332791666667,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",12,2023,3,1,19.1831387883306
NA,NA,"COMP23123251",469,"INC","S","1092  E PHILLIPS BLVD ","POMONA",8,"4.00 (4 0 0 0)",4232,"$1,776.94",7520000,7520000,"","8,913",1964,0,4,2023-03-07,34.0444958,-117.7345494,NA,4,2175.84,8703.36,8268.192,99218.304,"<50",1.18,10030,40120,4924.85866666667,59098.304,7520000,0.0078588170212766,0.78588170212766,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2023,3,1,75.7924666803416
NA,NA,"COMP23123264",469,"INC","S","902   PAINTER CT ","POMONA",12,"6.00 (6 0 0 0)",5072,"$4,978.31",25250000,25250000,"","14,463",1964,0,6,2023-03-07,34.0462063,-117.738364,NA,6,2031.37,12188.22,11578.809,138945.708,"<50",1.18,10030,60180,6563.809,78765.708,25250000,0.00311943398019802,0.311943398019802,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,3,1,181.72565647008
NA,NA,"COMP23123746",469,"INC","S","1416   PACKARD DR ","POMONA",12,"6.00 (6 0 0 0)",5072,"$4,978.31",25250000,25250000,"","15,619",1964,0,6,2023-03-07,34.0460426,-117.7376843,NA,6,2029.78,12178.68,11569.746,138836.952,"<50",1.18,10030,60180,6554.746,78656.952,25250000,0.00311512681188119,0.311512681188119,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,3,1,181.86800874165
NA,NA,"COMP23124236",469,"INC","S","1062  S MAIN ST ","POMONA",6,"2.00 (2 0 0 0)",1587,"$387.52",615000,615000,"","7,648",1906,0,2,2023-03-07,34.0499759,-117.7519354,NA,2,2143.28,4286.56,4072.232,48866.784,"<50",1.18,10030,20060,2400.56533333333,28806.784,615000,0.0468402991869919,4.68402991869919,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,3,1,12.5852358117121
NA,NA,"COMP23124483",469,"INC","S","510  E 3RD ST ","POMONA",99,"99.00 (99 0 0 0)",72707,"$321.84",23400000,23400000,"","34,155",2005,0,100,2023-03-07,34.05696,-117.7455117,NA,100,1851.13,185113,175857.35,2110288.2,"100-199",1,8500,850000,105024.016666667,1260288.2,23400000,0.0538584700854701,5.38584700854701,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",99,2023,3,1,11.0885328364154
NA,NA,"COMP23124748",469,"INC","S","740   HAWTHORNE PL ","POMONA",2,"2.00 (2 0 0 0)",1232,"$466.72",575000,575000,"","6,491",1947,0,2,2023-03-07,34.0617126,-117.736109,NA,2,1710.9,3421.8,3250.71,39008.52,"<50",1.18,10030,20060,1579.04333333333,18948.52,575000,0.032953947826087,3.2953947826087,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,3,1,14.7403695397826
NA,NA,"COMP23124908",469,"INC","S","1414   PACKARD DR ","POMONA",6,"3.00 (3 0 0 0)",2536,"$9,956.62",25250000,25250000,"","8,340",1964,0,3,2023-03-07,34.0460911,-117.7376824,NA,3,2108.33,6324.99,6008.7405,72104.886,"<50",1.18,10030,30090,3501.2405,42014.886,25250000,0.00166395588118812,0.166395588118812,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,3,1,350.184313445832
NA,NA,"COMP23125002",487,"INC","S","468  W 7TH ST ","CLAREMONT",4,"3.00 (3 0 0 0)",2366,"$422.65",1000000,1000000,"","7,500",1956,0,2,2023-03-07,34.1005539,-117.7217158,NA,2,2094.15,4188.3,3978.885,47746.62,"<50",1.18,10030,20060,2307.21833333333,27686.62,1000000,0.02768662,2.768662,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,3,1,20.943890897408
NA,NA,"COMP23125234",469,"INC","S","1124  W FERNLEAF AVE ","POMONA",1,"1.00 (1 0 0 0)",1400,"$413.57",579000,579000,"","6,403",1947,0,2,2023-03-07,34.0456019,-117.7634498,NA,2,1719.61,3439.22,3267.259,39207.108,"<50",1.18,10030,20060,1595.59233333333,19147.108,579000,0.0330692711571675,3.30692711571675,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2023,3,1,14.7677303819501
NA,NA,"COMP23125702",469,"INC","S","1079   PATTERSON ST ","POMONA",NA," (0 0 0 0)",1444,"$5,207.76",7520000,7520000,"","1,539",1992,0,NA,2023-03-07,NA,NA,NA,1,2286.28,2286.28,2171.966,26063.592,"<50",1.18,10030,10030,1336.13266666667,16033.592,7520000,0.00213212659574468,0.213212659574468,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2023,3,1,288.525081270456
NA,NA,"COMP23125952",469,"INC","S","1924   BOBOLINK WAY ","POMONA",4,"2.00 (2 0 0 0)",2016,"$1,829.12",3687500,3687500,"","8,005",1963,0,2,2023-03-07,34.0795296,-117.7458213,NA,2,2147.07,4294.14,4079.433,48953.196,"<50",1.18,10030,20060,2407.76633333333,28893.196,3687500,0.00783544298305085,0.783544298305085,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,3,1,75.3270532122152
NA,NA,"COMP23125973",469,"INC","S","1014  W 4TH ST ","POMONA",2,"2.00 (2 0 0 0)",1208,"$405.63",490000,490000,"","5,806",1951,0,2,2023-03-07,34.055652,-117.7614024,NA,2,1700.96,3401.92,3231.824,38781.888,"<50",1.18,10030,20060,1560.15733333333,18721.888,490000,0.0382079346938776,3.82079346938775,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,3,1,12.6347639392904
NA,NA,"COMP23126556",469,"INC","S","1024  W GRAND AVE ","POMONA",6,"3.00 (3 0 0 0)",2232,"$268.82",600000,600000,"","9,442",1962,0,3,2023-04-03,34.0474765,-117.7612921,NA,3,1902.42,5707.26,5421.897,65062.764,"<50",1.18,10030,30090,2914.397,34972.764,600000,0.05828794,5.828794,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,4,2,9.2218645983131
NA,NA,"COMP23126670",469,"INC","S","1060  W MISSION BLVD ","POMONA",8,"6.00 (6 0 0 0)",4166,"$360.06",1500000,1500000,"","87,535",1906,0,5,2023-04-03,34.0547258,-117.7622604,NA,5,1879.21,9396.05,8926.2475,107114.97,"<50",1.18,10030,50150,4747.08083333333,56964.97,1500000,0.0379766466666667,3.79766466666667,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,4,2,14.0036448686864
NA,NA,"COMP23126927",469,"INC","S","638  W 4TH ST ","POMONA",4,"3.00 (3 0 0 0)",2001,"$799.60",1600000,1600000,"","7,952",1917,0,3,2023-04-17,34.0557864,-117.7559849,NA,3,1715.81,5147.43,4890.0585,58680.702,"<50",1.18,10030,30090,2382.5585,28590.702,1600000,0.01786918875,1.786918875,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,4,2,27.2662041432292
NA,NA,"COMP23126955",469,"INC","S","631  W MISSION BLVD ","POMONA",NA,"3.00 (3 0 0 0)",1369,"$1,168.74",1600000,1600000,"","6,792",1907,0,2,2023-04-17,34.0550469,-117.7558871,NA,2,1980.32,3960.64,3762.608,45151.296,"<50",1.18,10030,20060,2090.94133333333,25091.296,1600000,0.01568206,1.568206,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,4,2,35.4364136081498
NA,NA,"COMP23126957",487,"INC","S","230  W 11TH ST ","CLAREMONT",4,"3.00 (3 0 0 0)",2126,"$505.64",1075000,1075000,"","7,500",1958,0,2,2023-04-17,34.1043081,-117.7172831,NA,2,2143.1,4286.2,4071.89,48862.68,"<50",1.18,10030,20060,2400.22333333333,28802.68,1075000,0.0267931906976744,2.67931906976744,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,4,2,22.0004305944741
NA,NA,"COMP23128838",487,"INC","S","917   ALAMOSA DR ","CLAREMONT",6,"8.00 (8 0 0 0)",7688,"$338.19",2600000,2600000,"","56,038",1992,0,2,2023-07-10,34.1325838,-117.7004239,NA,2,2627.3,5254.6,4991.87,59902.44,"<50",1.18,10030,20060,3320.20333333333,39842.44,2600000,0.0153240153846154,1.53240153846154,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",8,2023,7,3,43.4039080878842
NA,NA,"COMP23129839",487,"INC","S","514   YALE AVE ","CLAREMONT",2,"2.00 (2 0 0 0)",1134,"$1,940.04",2200000,2200000,"","2,434",1957,0,2,2023-09-11,34.0988617,-117.7183034,NA,2,1872.85,3745.7,3558.415,42700.98,"<50",1.18,10030,20060,1886.74833333333,22640.98,2200000,0.0102913545454545,1.02913545454545,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,9,3,51.5210657928694
NA,NA,"COMP23130011",469,"INC","S","754   BRADFORD ST ","POMONA",3,"3.00 (3 0 0 0)",1776,"$1,258.45",2235000,2235000,"","5,234",1938,0,3,2023-09-11,34.0651377,-117.7497358,NA,3,1717.43,5152.29,4894.6755,58736.106,"<50",1.18,10030,30090,2387.1755,28646.106,2235000,0.0128170496644295,1.28170496644295,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,9,3,38.0515521406884
NA,NA,"COMP23130058",469,"INC","S","202   SAN FRANCISCO AVE ","POMONA",6,"6.00 (6 0 0 0)",3436,"$650.47",2235000,2235000,"","12,686",1923,0,6,2023-09-11,34.065554,-117.7496871,NA,6,1697.77,10186.62,9677.289,116127.468,"<50",1.18,10030,60180,4662.289,55947.468,2235000,0.0250324241610738,2.50324241610738,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2023,9,3,19.2460925782004
NA,NA,"COMP23130091",469,"INC","S","1385  S HAMILTON BLVD ","POMONA",8,"3.00 (3 0 0 0)",3032,"$296.83",900000,900000,"","10,196",1963,0,3,2023-09-25,34.0460451,-117.7629223,NA,3,2229.84,6689.52,6355.044,76260.528,"<50",1.18,10030,30090,3847.544,46170.528,900000,0.0513005866666667,5.13005866666667,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,9,3,11.8016492096672
