"Open.Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths.FTHQ.","SqFt","LP...SqFt","LP","SP","HOD","Lot.Sz","YB","DOM","X..of.Units","Change.Date","latitude","longitude","unit_count","Units_used","Pred_Unit_Rent","GPR_Monthly","EGI_Monthly","EGI_Annual","Expense_Size_Band","Expense_Size_Multiplier","Est_Expense_per_Unit_Annual","Annual_Expenses_Total","NOI_Monthly","NOI_Annual","Price_Used","Cap_Rate","Cap_Rate_Pct","Vacancy_Assumed","Benchmark_Base_perUnit_Annual","Benchmark_Notes","Baths","year","month_num","quarter_3m","GRM","CITY_KEY","lat","lon","addr","SP_num","popup_html"
NA,1,"CV21134629MR",1455,"INC","S","9336   Ramona AVE ","MONTCLAIR",NA,"2.00 (0 0 0 0)",2546,"$247.44",629990,650000,"$0.00","7,322",1978,6,2,2021-07-13,34.084697,-117.7070927,NA,2,2032.41,4064.82,3861.579,46338.948,"<50",1.18,10030,20060,2189.91233333333,26278.948,650000,0.0404291507692308,4.04291507692308,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,7,3,14.027077179223,"MONTCLAIR",34.084697,-117.7070927,"9336   Ramona AVE ",650000,"<b>9336   Ramona AVE </b><br/>SP: $650,000<br/>Date: 2021-07-13<br/># Units: 2<br/>Cap Rate: 4.04%<br/>GRM: 14"
NA,29,"CV21136898MR",487,"INC","S","231  W 10th ST ","CLAREMONT",NA,"4.00 (0 0 0 0)",2751,"$428.93",1180000,1180000,"","10,570",1908,0,3,2021-06-23,34.1033698,-117.7167054,NA,3,1967.05,5901.15,5606.0925,67273.11,"<50",1.18,10030,30090,3098.5925,37183.11,1180000,0.0315111101694915,3.15111101694915,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2021,6,2,17.5404407496547,"CLAREMONT",34.1033698,-117.7167054,"231  W 10th ST ",1180000,"<b>231  W 10th ST </b><br/>SP: $1,180,000<br/>Date: 2021-06-23<br/># Units: 3<br/>Cap Rate: 3.15%<br/>GRM: 17.5"
NA,61,"CV21155297MR",487,"INC","S","2935   Rhodelia AVE ","CLAREMONT",NA,"1.00 (0 0 0 0)",1626,"$507.38",825000,901000,"$0.00","7,545",1955,7,1,2021-08-31,34.1015987,-117.7346394,NA,1,2148.85,2148.85,2041.4075,24496.89,"<50",1.18,10030,10030,1205.57416666667,14466.89,901000,0.0160564816870144,1.60564816870144,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2021,8,3,36.7801790349714,"CLAREMONT",34.1015987,-117.7346394,"2935   Rhodelia AVE ",901000,"<b>2935   Rhodelia AVE </b><br/>SP: $901,000<br/>Date: 2021-08-31<br/># Units: 1<br/>Cap Rate: 1.61%<br/>GRM: 36.8"
NA,2,"CV21203418MR",1455,"INC","S","9366   Ramona AVE ","MONTCLAIR",4,"2.00 (2 0 0 0)",2153,"$294.94",635000,615000,"$0.00","7,200",1961,0,NA,2021-11-01,34.0840955,-117.7070838,NA,1,2070.86,2070.86,1967.317,23607.804,"<50",1.18,10030,10030,1131.48366666667,13577.804,615000,0.0220777300813008,2.20777300813008,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,11,4,26.0507076388808,"MONTCLAIR",34.0840955,-117.7070838,"9366   Ramona AVE ",615000,"<b>9366   Ramona AVE </b><br/>SP: $615,000<br/>Date: 2021-11-01<br/>Cap Rate: 2.21%<br/>GRM: 26.1"
NA,35,"CV21224303MR",1543,"INC","S","312  N Palm AVE ","ONTARIO",NA,"4.00 (0 0 0 0)",2700,"$222.19",599900,507506,"$0.00","4,896",1947,160,2,2022-03-31,34.0660439,-117.653485,NA,2,2125.69,4251.38,4038.811,48465.732,"<50",1.18,10030,20060,2367.14433333333,28405.732,507506,0.0559712239855292,5.59712239855292,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2022,3,1,10.4714399031464,"ONTARIO",34.0660439,-117.653485,"312  N Palm AVE ",507506,"<b>312  N Palm AVE </b><br/>SP: $507,506<br/>Date: 2022-03-31<br/># Units: 2<br/>Cap Rate: 5.6%<br/>GRM: 10.5"
NA,15,"CV21225798MR",1543,"INC","S","763  E F ST ","ONTARIO",5,"3.00 (3 0 0 0)",2089,"$301.58",630000,698500,"$0.00","8,603",1956,6,NA,2021-11-02,34.0695546,-117.6399112,NA,1,2016.91,2016.91,1916.0645,22992.774,"<50",1.18,10030,10030,1080.23116666667,12962.774,698500,0.0185580157480315,1.85580157480315,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,11,4,30.3791095411106,"ONTARIO",34.0695546,-117.6399112,"763  E F ST ",698500,"<b>763  E F ST </b><br/>SP: $698,500<br/>Date: 2021-11-02<br/>Cap Rate: 1.86%<br/>GRM: 30.4"
NA,15,"CV21226163MR",1543,"INC","S","763  E F ST ","ONTARIO",NA,"3.00 (0 0 0 0)",2089,"$301.58",630000,698500,"","8,603",1956,6,2,2021-11-02,34.0695546,-117.6399112,NA,2,2042.15,4084.3,3880.085,46561.02,"<50",1.18,10030,20060,2208.41833333333,26501.02,698500,0.0379398997852541,3.79398997852541,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,11,4,15.0018191182238,"ONTARIO",34.0695546,-117.6399112,"763  E F ST ",698500,"<b>763  E F ST </b><br/>SP: $698,500<br/>Date: 2021-11-02<br/># Units: 2<br/>Cap Rate: 3.79%<br/>GRM: 15"
NA,6,"CV21226296MR",1455,"INC","S","4342   Orchard ST ","MONTCLAIR",NA,"4.00 (0 0 0 0)",2525,"$297.03",750000,750000,"$0.00","22,135",1958,0,3,2021-11-19,34.0706376,-117.7105345,NA,3,1951.07,5853.21,5560.5495,66726.594,"<50",1.18,10030,30090,3053.0495,36636.594,750000,0.048848792,4.8848792,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2021,11,4,11.2398963447767,"MONTCLAIR",34.0706376,-117.7105345,"4342   Orchard ST ",750000,"<b>4342   Orchard ST </b><br/>SP: $750,000<br/>Date: 2021-11-19<br/># Units: 3<br/>Cap Rate: 4.88%<br/>GRM: 11.2"
NA,20,"CV21241280MR",1795,"INC","S","1295  N Tulare WAY #2","UPLAND",NA,"5.00 (0 0 0 0)",2304,"$411.89",949000,930000,"$0.00","10,472",1957,4,2,2021-12-30,34.1104394,-117.6577532,NA,2,2036.56,4073.12,3869.464,46433.568,"<50",1.18,10030,20060,2197.79733333333,26373.568,930000,0.0283586752688172,2.83586752688172,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2021,12,4,20.0286137821672,"UPLAND",34.1104394,-117.6577532,"1295  N Tulare WAY #2",930000,"<b>1295  N Tulare WAY #2</b><br/>SP: $930,000<br/>Date: 2021-12-30<br/># Units: 2<br/>Cap Rate: 2.84%<br/>GRM: 20"
NA,34,"CV21247237MR",1543,"INC","S","5391  W Maitland ST ","ONTARIO",NA," (0 0 0 0)",1786,"$349.94",625000,635000,"$0.00","7,920",1964,18,2,2022-03-01,34.053584,-117.6571176,NA,2,2096.25,4192.5,3982.875,47794.5,"<50",1.18,10030,20060,2311.20833333333,27734.5,635000,0.0436763779527559,4.36763779527559,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2022,3,1,13.2860475577734,"ONTARIO",34.053584,-117.6571176,"5391  W Maitland ST ",635000,"<b>5391  W Maitland ST </b><br/>SP: $635,000<br/>Date: 2022-03-01<br/># Units: 2<br/>Cap Rate: 4.37%<br/>GRM: 13.3"
NA,35,"CV21256655MR",1543,"INC","S","656  E I ST ","ONTARIO",NA,"2.00 (0 0 0 0)",1835,"$367.85",675000,715000,"$0.00","6,566",1932,3,2,2021-12-30,34.0743361,-117.634736,NA,2,2023.54,4047.08,3844.726,46136.712,"<50",1.18,10030,20060,2173.05933333333,26076.712,715000,0.0364709258741259,3.64709258741259,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,12,4,15.497419928841,"ONTARIO",34.0743361,-117.634736,"656  E I ST ",715000,"<b>656  E I ST </b><br/>SP: $715,000<br/>Date: 2021-12-30<br/># Units: 2<br/>Cap Rate: 3.65%<br/>GRM: 15.5"
NA,35,"CV21256712MR",1543,"INC","S","656  E I ST ","ONTARIO",4,"2.00 (2 0 0 0)",1835,"$367.85",675000,715000,"$0.00","6,566",1932,3,NA,2021-12-30,34.0743361,-117.634736,NA,1,2021.76,2021.76,1920.672,23048.064,"<50",1.18,10030,10030,1084.83866666667,13018.064,715000,0.0182070825174825,1.82070825174825,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,12,4,31.0221283661829,"ONTARIO",34.0743361,-117.634736,"656  E I ST ",715000,"<b>656  E I ST </b><br/>SP: $715,000<br/>Date: 2021-12-30<br/>Cap Rate: 1.82%<br/>GRM: 31"
NA,1,"CV22004949MR",1455,"INC","S","5150   Canoga ST ","MONTCLAIR",NA,"4.00 (0 0 0 0)",3120,"$312.50",975000,1252000,"","7,590",1958,16,4,2022-03-04,34.0660077,-117.6927142,NA,4,1970.09,7880.36,7486.342,89836.104,"<50",1.18,10030,40120,4143.00866666667,49716.104,1252000,0.0397093482428115,3.97093482428115,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2022,3,1,13.9364903892092,"MONTCLAIR",34.0660077,-117.6927142,"5150   Canoga ST ",1252000,"<b>5150   Canoga ST </b><br/>SP: $1,252,000<br/>Date: 2022-03-04<br/># Units: 4<br/>Cap Rate: 3.97%<br/>GRM: 13.9"
NA,7,"CV22017003MR",1795,"INC","S","1400  W Arrow Hwy ","UPLAND",NA,"4.00 (0 0 0 0)",5844,"$256.67",1500000,1805000,"$0.00","12,168",1986,2,6,2022-02-25,34.0995591,-117.6755432,NA,6,2053.11,12318.66,11702.727,140432.724,"<50",1.18,10030,60180,6687.727,80252.724,1805000,0.0444613429362881,4.44613429362881,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2022,2,1,12.853129588229,"UPLAND",34.0995591,-117.6755432,"1400  W Arrow Hwy ",1805000,"<b>1400  W Arrow Hwy </b><br/>SP: $1,805,000<br/>Date: 2022-02-25<br/># Units: 6<br/>Cap Rate: 4.45%<br/>GRM: 12.9"
NA,9,"CV22029903MR",1543,"INC","S","322  W B ST ","ONTARIO",NA,"3.00 (0 0 0 0)",2641,"$265.01",699900,800000,"$0.00","8,496",1917,7,3,2022-03-12,34.0646677,-117.6539208,NA,3,2001.76,6005.28,5705.016,68460.192,"<50",1.18,10030,30090,3197.516,38370.192,800000,0.04796274,4.796274,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2022,3,1,11.6856230844342,"ONTARIO",34.0646677,-117.6539208,"322  W B ST ",800000,"<b>322  W B ST </b><br/>SP: $800,000<br/>Date: 2022-03-12<br/># Units: 3<br/>Cap Rate: 4.8%<br/>GRM: 11.7"
NA,17,"CV22053720MR",1795,"INC","S","262   Garnet WAY ","UPLAND",NA,"4.00 (0 0 0 0)",2559,"$390.74",999900,1070000,"$0.00","7,965",1960,4,4,2022-05-17,34.0970565,-117.6548376,NA,4,1935.31,7741.24,7354.178,88250.136,"<50",1.18,10030,40120,4010.84466666667,48130.136,1070000,0.0449814355140187,4.49814355140187,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2022,5,2,12.1246272073734,"UPLAND",34.0970565,-117.6548376,"262   Garnet WAY ",1070000,"<b>262   Garnet WAY </b><br/>SP: $1,070,000<br/>Date: 2022-05-17<br/># Units: 4<br/>Cap Rate: 4.5%<br/>GRM: 12.1"
NA,2,"CV22064494MR",487,"INC","S","353  W 6th ST ","CLAREMONT",5,"4.00 (4 0 0 0)",3000,"$465",1395000,1400000,"$0.00","8,486",1906,8,NA,2022-06-08,34.0996428,-117.7217992,NA,1,2135.91,2135.91,2029.1145,24349.374,"<50",1.18,10030,10030,1193.28116666667,14319.374,1400000,0.0102281242857143,1.02281242857143,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2022,6,2,57.4963446698876,"CLAREMONT",34.0996428,-117.7217992,"353  W 6th ST ",1400000,"<b>353  W 6th ST </b><br/>SP: $1,400,000<br/>Date: 2022-06-08<br/>Cap Rate: 1.02%<br/>GRM: 57.5"
NA,9,"CV22072311MR",1543,"INC","S","731  W Park ST ","ONTARIO",4,"3.00 (0 0 0 0)",2202,"$331.47",729900,745000,"","10,353",1955,24,3,2022-06-10,34.0588462,-117.6614717,NA,3,1682.31,5046.93,4794.5835,57535.002,"<50",1.18,10030,30090,2287.0835,27445.002,745000,0.0368389288590604,3.68389288590604,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2022,6,2,12.9486395081728,"ONTARIO",34.0588462,-117.6614717,"731  W Park ST ",745000,"<b>731  W Park ST </b><br/>SP: $745,000<br/>Date: 2022-06-10<br/># Units: 3<br/>Cap Rate: 3.68%<br/>GRM: 12.9"
NA,5,"CV22072416MR",1455,"INC","S","5230   Bandera ST ","MONTCLAIR",NA,"2.00 (0 0 0 0)",1152,"$477.43",550000,550000,"$0.00","7,590",1981,0,2,2022-05-18,34.0651228,-117.6909458,NA,2,1897.71,3795.42,3605.649,43267.788,"<50",1.18,10030,20060,1933.98233333333,23207.788,550000,0.0421959781818182,4.21959781818182,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2022,5,2,12.711534964533,"MONTCLAIR",34.0651228,-117.6909458,"5230   Bandera ST ",550000,"<b>5230   Bandera ST </b><br/>SP: $550,000<br/>Date: 2022-05-18<br/># Units: 2<br/>Cap Rate: 4.22%<br/>GRM: 12.7"
NA,3,"CV22084887MR",1543,"INC","S","501  W 4th ST ","ONTARIO",NA,"4.00 (0 0 0 0)",3438,"$349.04",1200000,1200000,"","16,852",1953,0,4,2022-05-27,34.077832,-117.65615,NA,4,1988.16,7952.64,7555.008,90660.096,"<50",1.18,10030,40120,4211.67466666667,50540.096,1200000,0.0421167466666667,4.21167466666667,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2022,5,2,13.2362533567139,"ONTARIO",34.077832,-117.65615,"501  W 4th ST ",1200000,"<b>501  W 4th ST </b><br/>SP: $1,200,000<br/>Date: 2022-05-27<br/># Units: 4<br/>Cap Rate: 4.21%<br/>GRM: 13.2"
NA,38,"CV22134883MR",487,"INC","S","826   Harvard AVE ","CLAREMONT",4,"2.00 (1 1 0 0)",1771,"$592.89",1050000,1085000,"$0.00","9,074",1931,8,NA,2022-07-15,34.1019387,-117.7165695,NA,1,2121.71,2121.71,2015.6245,24187.494,"<50",1.18,10030,10030,1179.79116666667,14157.494,1085000,0.0130483815668203,1.30483815668203,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2022,7,3,44.8578922644901,"CLAREMONT",34.1019387,-117.7165695,"826   Harvard AVE ",1085000,"<b>826   Harvard AVE </b><br/>SP: $1,085,000<br/>Date: 2022-07-15<br/>Cap Rate: 1.3%<br/>GRM: 44.9"
NA,7,"CV22150163MR",1795,"INC","S","61  S Loma PL ","UPLAND",4,"2.00 (0 0 0 0)",1798,"$375.42",675000,745000,"","8,000",1960,14,2,2022-09-05,34.0948408,-117.6859561,NA,2,2047.18,4094.36,3889.642,46675.704,"<50",1.18,10030,20060,2217.97533333333,26615.704,745000,0.035725777181208,3.5725777181208,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2022,9,3,15.9611947149206,"UPLAND",34.0948408,-117.6859561,"61  S Loma PL ",745000,"<b>61  S Loma PL </b><br/>SP: $745,000<br/>Date: 2022-09-05<br/># Units: 2<br/>Cap Rate: 3.57%<br/>GRM: 16"
NA,8,"CV22165761MR",1543,"INC","S","619  E Nocta ST ","ONTARIO",5,"3.00 (0 0 0 0)",2082,"$276.18",575000,525000,"","6,440",1924,44,2,2022-11-11,34.065277,-117.6227191,NA,2,2133.44,4266.88,4053.536,48642.432,"<50",1.18,10030,20060,2381.86933333333,28582.432,525000,0.0544427276190476,5.44427276190476,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2022,11,4,10.7930458740221,"ONTARIO",34.065277,-117.6227191,"619  E Nocta ST ",525000,"<b>619  E Nocta ST </b><br/>SP: $525,000<br/>Date: 2022-11-11<br/># Units: 2<br/>Cap Rate: 5.44%<br/>GRM: 10.8"
NA,45,"CV22193449MR",487,"INC","S","1430   Via Zurita ST ","CLAREMONT",4,"3.00 (0 0 0 0)",2425,"$445.36",1080000,1040000,"$0.00","7,780",1952,5,2,2022-09-24,34.1113356,-117.72032885,NA,2,2090.23,4180.46,3971.437,47657.244,"<50",1.18,10030,20060,2299.77033333333,27597.244,1040000,0.0265358115384615,2.65358115384615,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2022,9,3,21.8224956524972,"CLAREMONT",34.1113356,-117.72032885,"1430   Via Zurita ST ",1040000,"<b>1430   Via Zurita ST </b><br/>SP: $1,040,000<br/>Date: 2022-09-24<br/># Units: 2<br/>Cap Rate: 2.65%<br/>GRM: 21.8"
NA,12,"CV22204842MR",1795,"INC","S","394  N 6th AVE ","UPLAND",6,"3.00 (0 0 0 0)",2250,"$417.56",939500,915000,"$0.00","7,872",1929,62,3,2022-11-28,34.0984535,-117.6426713,NA,3,1994.29,5982.87,5683.7265,68204.718,"<50",1.18,10030,30090,3176.2265,38114.718,915000,0.0416554295081967,4.16554295081967,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2022,11,4,13.4154942184498,"UPLAND",34.0984535,-117.6426713,"394  N 6th AVE ",915000,"<b>394  N 6th AVE </b><br/>SP: $915,000<br/>Date: 2022-11-28<br/># Units: 3<br/>Cap Rate: 4.17%<br/>GRM: 13.4"
NA,18,"CV22217157MR",1455,"INC","S","10321   Fremont AVE ","MONTCLAIR",2,"1.00 (0 0 0 0)",1682,"$404.28",680000,690000,"$0.00","7,440",1958,20,2,2023-01-03,34.0663489,-117.694317,NA,2,1775.23,3550.46,3372.937,40475.244,"<50",1.18,10030,20060,1701.27033333333,20415.244,690000,0.0295873101449275,2.95873101449275,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2023,1,1,17.0474574532522,"MONTCLAIR",34.0663489,-117.694317,"10321   Fremont AVE ",690000,"<b>10321   Fremont AVE </b><br/>SP: $690,000<br/>Date: 2023-01-03<br/># Units: 2<br/>Cap Rate: 2.96%<br/>GRM: 17"
NA,5,"CV22217737MR",487,"INC","S","750  W Bonita AVE ","CLAREMONT",7,"6.00 (0 0 0 0)",46010,"$281.46",12950000,13300000,"","85,107",1963,25,42,2022-11-16,34.09628,-117.7308985,NA,42,1956.36,82167.12,78058.764,936705.168,"<50",1.18,10030,421260,42953.764,515445.168,13300000,0.0387552757894737,3.87552757894737,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2022,11,4,14.1987046237798,"CLAREMONT",34.09628,-117.7308985,"750  W Bonita AVE ",13300000,"<b>750  W Bonita AVE </b><br/>SP: $13,300,000<br/>Date: 2022-11-16<br/># Units: 42<br/>Cap Rate: 3.88%<br/>GRM: 14.2"
NA,46,"CV22217857MR",487,"INC","S","1543   Bates PL ","CLAREMONT",4,"3.00 (0 0 0 0)",2457,"$427.35",1050000,1025000,"$0.00","13,324",1958,18,2,2022-12-13,34.111333,-117.7095484,NA,2,2080.19,4160.38,3952.361,47428.332,"<50",1.18,10030,20060,2280.69433333333,27368.332,1025000,0.0267008117073171,2.67008117073171,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2022,12,4,21.6115548824277,"CLAREMONT",34.111333,-117.7095484,"1543   Bates PL ",1025000,"<b>1543   Bates PL </b><br/>SP: $1,025,000<br/>Date: 2022-12-13<br/># Units: 2<br/>Cap Rate: 2.67%<br/>GRM: 21.6"
NA,18,"CV22217988MR",1455,"INC","S","10321   Fremont AVE ","MONTCLAIR",4,"2.00 (2 0 0 0)",1682,"$404.28",680000,690000,"$0.00","7,440",1956,20,NA,2023-01-03,34.0663489,-117.694317,NA,1,2076.29,2076.29,1972.4755,23669.706,"<50",1.18,10030,10030,1136.64216666667,13639.706,690000,0.0197676898550725,1.97676898550725,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,1,1,29.151185908266,"MONTCLAIR",34.0663489,-117.694317,"10321   Fremont AVE ",690000,"<b>10321   Fremont AVE </b><br/>SP: $690,000<br/>Date: 2023-01-03<br/>Cap Rate: 1.98%<br/>GRM: 29.2"
NA,9,"CV22220138MR",1543,"INC","S","717  N Vine AVE ","ONTARIO",2,"2.00 (0 0 0 0)",1298,"$404.47",525000,555000,"$0.00","9,750",1940,3,2,2022-11-29,34.0710143,-117.6560443,NA,2,1609.29,3218.58,3057.651,36691.812,"<50",1.18,10030,20060,1385.98433333333,16631.812,555000,0.0299672288288288,2.99672288288288,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2022,11,4,15.1259905070919,"ONTARIO",34.0710143,-117.6560443,"717  N Vine AVE ",555000,"<b>717  N Vine AVE </b><br/>SP: $555,000<br/>Date: 2022-11-29<br/># Units: 2<br/>Cap Rate: 3%<br/>GRM: 15.1"
NA,9,"CV22220200MR",1543,"INC","S","717  N Vine AVE ","ONTARIO",2,"2.00 (2 0 0 0)",1298,"$404.47",525000,555000,"$0.00","9,750",1940,3,NA,2022-11-29,34.0710143,-117.6560443,NA,1,2037.36,2037.36,1935.492,23225.904,"<50",1.18,10030,10030,1099.65866666667,13195.904,555000,0.0237764036036036,2.37764036036036,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2022,11,4,23.8957329712549,"ONTARIO",34.0710143,-117.6560443,"717  N Vine AVE ",555000,"<b>717  N Vine AVE </b><br/>SP: $555,000<br/>Date: 2022-11-29<br/>Cap Rate: 2.38%<br/>GRM: 23.9"
NA,11,"CV22234939MR",1543,"INC","S","528  E Nocta ST ","ONTARIO",5,"5.00 (2 1 1 1)",2605,"$284.07",740000,73000,"$0.00","10,000",1965,131,NA,2023-04-16,34.065277,-117.6227191,NA,1,2056.77,2056.77,1953.9315,23447.178,"<50",1.18,10030,10030,1118.09816666667,13417.178,73000,0.18379695890411,18.379695890411,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2023,4,2,3.11338106445049,"ONTARIO",34.065277,-117.6227191,"528  E Nocta ST ",73000,"<b>528  E Nocta ST </b><br/>SP: $73,000<br/>Date: 2023-04-16<br/>Cap Rate: 18.38%<br/>GRM: 3.1"
NA,23,"CV22235514MR",1455,"INC","S","4595   Kingsley ST ","MONTCLAIR",4,"2.00 (0 0 0 0)",1728,"$390.63",675000,640000,"$0.00","7,424",1963,24,2,2022-12-29,34.0667298,-117.7049468,NA,2,2030.06,4060.12,3857.114,46285.368,"<50",1.18,10030,20060,2185.44733333333,26225.368,640000,0.0409771375,4.09771375,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2022,12,4,13.8272639422463,"MONTCLAIR",34.0667298,-117.7049468,"4595   Kingsley ST ",640000,"<b>4595   Kingsley ST </b><br/>SP: $640,000<br/>Date: 2022-12-29<br/># Units: 2<br/>Cap Rate: 4.1%<br/>GRM: 13.8"
NA,15,"CV22252470MR",1543,"INC","S","1357  S Sultana AVE ","ONTARIO",4,"2.00 (0 0 0 0)",1560,"$317.31",495000,480000,"","7,975",1953,2,2,2023-01-03,34.0490718,-117.6459214,NA,2,1951.26,3902.52,3707.394,44488.728,"<50",1.18,10030,20060,2035.72733333333,24428.728,480000,0.0508931833333333,5.08931833333333,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,1,1,10.789249807277,"ONTARIO",34.0490718,-117.6459214,"1357  S Sultana AVE ",480000,"<b>1357  S Sultana AVE </b><br/>SP: $480,000<br/>Date: 2023-01-03<br/># Units: 2<br/>Cap Rate: 5.09%<br/>GRM: 10.8"
NA,17,"CV22252704MR",1543,"INC","S","1357  S Sultana AVE ","ONTARIO",4,"2.00 (2 0 0 0)",1560,"$317.31",495000,480000,"$0.00","7,975",1953,2,NA,2023-01-03,34.0490718,-117.6459214,NA,1,2061.05,2061.05,1957.9975,23495.97,"<50",1.18,10030,10030,1122.16416666667,13465.97,480000,0.0280541041666667,2.80541041666667,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,1,1,20.4290352771135,"ONTARIO",34.0490718,-117.6459214,"1357  S Sultana AVE ",480000,"<b>1357  S Sultana AVE </b><br/>SP: $480,000<br/>Date: 2023-01-03<br/>Cap Rate: 2.81%<br/>GRM: 20.4"
NA,9,"CV23003544MR",1455,"INC","S","5173   Canoga ST ","MONTCLAIR",3,"2.00 (0 0 0 0)",9192,"$325.28",2990000,2800000,"$0.00","14,400",1962,10,12,2023-03-10,34.0658447,-117.6924505,NA,12,1595.76,19149.12,18191.664,218299.968,"<50",1.18,10030,120360,8161.664,97939.968,2800000,0.03497856,3.497856,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2023,3,1,12.8263875879267,"MONTCLAIR",34.0658447,-117.6924505,"5173   Canoga ST ",2800000,"<b>5173   Canoga ST </b><br/>SP: $2,800,000<br/>Date: 2023-03-10<br/># Units: 12<br/>Cap Rate: 3.5%<br/>GRM: 12.8"
NA,37,"CV23013247MR",1543,"INC","S","636  W California ST ","ONTARIO",5,"3.00 (2 1 0 0)",2120,"$400.89",849888,867000,"$0.00","8,100",1928,7,NA,2023-03-31,34.055814,-117.659153,NA,1,2078.54,2078.54,1974.613,23695.356,"<50",1.18,10030,10030,1138.77966666667,13665.356,867000,0.0157616562860438,1.57616562860438,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,3,1,36.5894481602218,"ONTARIO",34.055814,-117.659153,"636  W California ST ",867000,"<b>636  W California ST </b><br/>SP: $867,000<br/>Date: 2023-03-31<br/>Cap Rate: 1.58%<br/>GRM: 36.6"
NA,37,"CV23015350MR",1543,"INC","S","636  W California ST ","ONTARIO",5,"3.00 (0 0 0 0)",2120,"$400.89",849888,867000,"$0.00","8,100",1928,7,2,2023-03-31,34.055814,-117.659153,NA,2,2131.19,4262.38,4049.261,48591.132,"<50",1.18,10030,20060,2377.59433333333,28531.132,867000,0.0329078800461361,3.29078800461361,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,3,1,17.8427619261885,"ONTARIO",34.055814,-117.659153,"636  W California ST ",867000,"<b>636  W California ST </b><br/>SP: $867,000<br/>Date: 2023-03-31<br/># Units: 2<br/>Cap Rate: 3.29%<br/>GRM: 17.8"
NA,6,"CV23025118MR",487,"INC","S","190  W 9th ST ","CLAREMONT",5,"3.00 (3 0 0 0)",2824,"$442.63",1250000,1315000,"$0.00","7,613",1922,14,NA,2023-03-24,34.102518,-117.7164013,NA,1,2162.4,2162.4,2054.28,24651.36,"<50",1.18,10030,10030,1218.44666666667,14621.36,1315000,0.0111189049429658,1.11189049429658,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2023,3,1,53.3439128713385,"CLAREMONT",34.102518,-117.7164013,"190  W 9th ST ",1315000,"<b>190  W 9th ST </b><br/>SP: $1,315,000<br/>Date: 2023-03-24<br/>Cap Rate: 1.11%<br/>GRM: 53.3"
